sources,is_weed,verbatim_name,wcvp_taxon_name,wcvp_author,wcvp_rank,wcvp_taxon_status,wcvp_taxonid,wcvp_accepted_name,wcvp_accepted_author,wcvp_accepted_taxonid,wcvp_family,wcvp_match_type,wcvp_match_score,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_authorship,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_accepted_key,gbif_accepted_name,gbif_accepted_authorship,gbif_kingdom,gbif_phylum,gbif_class,gbif_order,gbif_family,gbif_genus,gbif_species,gbif_species_key
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Banksia sessilis,Banksia sessilis,(Knight) A.R.Mast & K.R.Thiele,Species,Accepted,2603735,Banksia sessilis,(Knight) A.R.Mast & K.R.Thiele,2603735,Proteaceae,exact,100,7287395,Banksia sessilis (Knight) A.R.Mast & K.R.Thiele,Banksia sessilis,(Knight) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,7287395,Banksia sessilis (Knight) A.R.Mast & K.R.Thiele,(Knight) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia sessilis,7287395
inaturalist_eneabba,False,Banksia sessilis var. flabellifolia,Banksia sessilis var. flabellifolia,(A.S.George) A.R.Mast & K.R.Thiele,Variety,Accepted,2603738,Banksia sessilis var. flabellifolia,(A.S.George) A.R.Mast & K.R.Thiele,2603738,Proteaceae,exact,100,5637310,Banksia sessilis var. flabellifolia (A.S.George) A.R.Mast & K.R.Thiele,Banksia sessilis flabellifolia,(A.S.George) A.R.Mast & K.R.Thiele,VARIETY,ACCEPTED,EXACT,100,5637310,Banksia sessilis var. flabellifolia (A.S.George) A.R.Mast & K.R.Thiele,(A.S.George) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia sessilis,7287395
inaturalist_eneabba|riviera_2021_restecol|tsakalos_2018_applvegsci,False,Banksia shuttleworthiana,Banksia shuttleworthiana,(Meisn.) A.R.Mast & K.R.Thiele,Species,Accepted,2603740,Banksia shuttleworthiana,(Meisn.) A.R.Mast & K.R.Thiele,2603740,Proteaceae,exact,100,5637303,Banksia shuttleworthiana (Meisn.) A.R.Mast & K.R.Thiele,Banksia shuttleworthiana,(Meisn.) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637303,Banksia shuttleworthiana (Meisn.) A.R.Mast & K.R.Thiele,(Meisn.) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia shuttleworthiana,5637303
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Banksia sphaerocarpa,Banksia sphaerocarpa,R.Br.,Species,Accepted,2669263,Banksia sphaerocarpa,R.Br.,2669263,Proteaceae,exact,100,7287376,Banksia sphaerocarpa R.Br.,Banksia sphaerocarpa,R.Br.,SPECIES,ACCEPTED,EXACT,100,7287376,Banksia sphaerocarpa R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia sphaerocarpa,7287376
riviera_2021_restecol,False,Banksia sphaerocarpa agg.,Banksia sphaerocarpa,R.Br.,Species,Accepted,2669263,Banksia sphaerocarpa,R.Br.,2669263,Proteaceae,exact,100,7287376,Banksia sphaerocarpa R.Br.,Banksia sphaerocarpa,R.Br.,SPECIES,ACCEPTED,EXACT,100,7287376,Banksia sphaerocarpa R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia sphaerocarpa,7287376
inaturalist_eneabba,False,Banksia sphaerocarpa var. pumilio,Banksia sphaerocarpa var. pumilio,A.S.George,Variety,Accepted,2606404,Banksia sphaerocarpa var. pumilio,A.S.George,2606404,Proteaceae,exact,100,5637252,Banksia sphaerocarpa var. pumilio A.S.George,Banksia sphaerocarpa pumilio,A.S.George,VARIETY,ACCEPTED,EXACT,100,5637252,Banksia sphaerocarpa var. pumilio A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia sphaerocarpa,7287376
dbca_2025_tpfl,False,Banksia splendida subsp. macrocarpa,Banksia splendida subsp. macrocarpa,(A.S.George) A.R.Mast & K.R.Thiele,Subspecies,Accepted,2603742,Banksia splendida subsp. macrocarpa,(A.S.George) A.R.Mast & K.R.Thiele,2603742,Proteaceae,exact,100,5637214,Banksia splendida subsp. macrocarpa (A.S.George) A.R.Mast & K.R.Thiele,Banksia splendida macrocarpa,(A.S.George) A.R.Mast & K.R.Thiele,SUBSPECIES,ACCEPTED,EXACT,100,5637214,Banksia splendida subsp. macrocarpa (A.S.George) A.R.Mast & K.R.Thiele,(A.S.George) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia splendida,7287363
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Banksia stenoprion,Banksia stenoprion,(Meisn.) A.R.Mast & K.R.Thiele,Species,Accepted,2603745,Banksia stenoprion,(Meisn.) A.R.Mast & K.R.Thiele,2603745,Proteaceae,exact,100,5637205,Banksia stenoprion (Meisn.) A.R.Mast & K.R.Thiele,Banksia stenoprion,(Meisn.) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637205,Banksia stenoprion (Meisn.) A.R.Mast & K.R.Thiele,(Meisn.) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia stenoprion,5637205
tsakalos_2018_applvegsci,False,Banksia strictifolia,Banksia strictifolia,A.R.Mast & K.R.Thiele,Species,Accepted,2603746,Banksia strictifolia,A.R.Mast & K.R.Thiele,2603746,Proteaceae,exact,100,5637200,Banksia strictifolia A.R.Mast & K.R.Thiele,Banksia strictifolia,A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637200,Banksia strictifolia A.R.Mast & K.R.Thiele,A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia strictifolia,5637200
dbca_2025_tpfl,False,Banksia subulata,Banksia subulata,(C.A.Gardner) A.R.Mast & K.R.Thiele,Species,Accepted,2603750,Banksia subulata,(C.A.Gardner) A.R.Mast & K.R.Thiele,2603750,Proteaceae,exact,100,5637188,Banksia subulata (C.A.Gardner) A.R.Mast & K.R.Thiele,Banksia subulata,(C.A.Gardner) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637188,Banksia subulata (C.A.Gardner) A.R.Mast & K.R.Thiele,(C.A.Gardner) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia subulata,5637188
tsakalos_2018_applvegsci,False,Banksia tortifolia,Banksia tortifolia,(Kippist ex Meisn.) A.R.Mast & K.R.Thiele,Species,Accepted,2603753,Banksia tortifolia,(Kippist ex Meisn.) A.R.Mast & K.R.Thiele,2603753,Proteaceae,exact,100,5637155,Banksia tortifolia (Kippist ex Meisn.) A.R.Mast & K.R.Thiele,Banksia tortifolia,(Kippist ex Meisn.) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637155,Banksia tortifolia (Kippist ex Meisn.) A.R.Mast & K.R.Thiele,(Kippist ex Meisn.) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia tortifolia,5637155
inaturalist_eneabba,False,Banksia tricuspis,Banksia tricuspis,Meisn.,Species,Accepted,2669286,Banksia tricuspis,Meisn.,2669286,Proteaceae,exact,100,5637147,Banksia tricuspis Meisn.,Banksia tricuspis,Meisn.,SPECIES,ACCEPTED,EXACT,100,5637147,Banksia tricuspis Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia tricuspis,5637147
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Banksia tridentata,Banksia tridentata,(Meisn.) B.D.Jacks.,Species,Accepted,2669287,Banksia tridentata,(Meisn.) B.D.Jacks.,2669287,Proteaceae,exact,100,5637140,Banksia tridentata (Meisn.) B.D.Jacks.,Banksia tridentata,(Meisn.) B.D.Jacks.,SPECIES,ACCEPTED,EXACT,100,5637140,Banksia tridentata (Meisn.) B.D.Jacks.,(Meisn.) B.D.Jacks.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia tridentata,5637140
tsakalos_2018_applvegsci,False,Banksia vestita,Banksia vestita,(Meisn.) A.R.Mast & K.R.Thiele,Species,Accepted,2603757,Banksia vestita,(Meisn.) A.R.Mast & K.R.Thiele,2603757,Proteaceae,exact,100,5637106,Banksia vestita (Meisn.) A.R.Mast & K.R.Thiele,Banksia vestita,(Meisn.) A.R.Mast & K.R.Thiele,SPECIES,ACCEPTED,EXACT,100,5637106,Banksia vestita (Meisn.) A.R.Mast & K.R.Thiele,(Meisn.) A.R.Mast & K.R.Thiele,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Banksia,Banksia vestita,5637106
tsakalos_2018_applvegsci,False,Conospermum boreale,Conospermum boreale,E.M.Benn.,Species,Accepted,2735435,Conospermum boreale,E.M.Benn.,2735435,Proteaceae,exact,100,7287186,Conospermum boreale E.M.Benn.,Conospermum boreale,E.M.Benn.,SPECIES,ACCEPTED,EXACT,100,7287186,Conospermum boreale E.M.Benn.,E.M.Benn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum boreale,7287186
tsakalos_2018_applvegsci,False,Conospermum crassinervium,Conospermum crassinervium,Meisn.,Species,Accepted,2735461,Conospermum crassinervium,Meisn.,2735461,Proteaceae,exact,100,3995630,Conospermum crassinervium Meisn.,Conospermum crassinervium,Meisn.,SPECIES,ACCEPTED,EXACT,100,3995630,Conospermum crassinervium Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum crassinervium,3995630
inaturalist_eneabba,False,Conospermum incurvum,Conospermum incurvum,Lindl.,Species,Accepted,2735495,Conospermum incurvum,Lindl.,2735495,Proteaceae,exact,100,3995271,Conospermum incurvum Lindl.,Conospermum incurvum,Lindl.,SPECIES,ACCEPTED,EXACT,100,3995271,Conospermum incurvum Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum incurvum,3995271
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Conospermum nervosum,Conospermum nervosum,Meisn.,Species,Accepted,2735515,Conospermum nervosum,Meisn.,2735515,Proteaceae,exact,100,7287035,Conospermum nervosum Meisn.,Conospermum nervosum,Meisn.,SPECIES,ACCEPTED,EXACT,100,7287035,Conospermum nervosum Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum nervosum,7287035
tsakalos_2018_applvegsci,False,Conospermum stoechadis,Conospermum stoechadis,Endl.,Species,Accepted,2735540,Conospermum stoechadis,Endl.,2735540,Proteaceae,exact,100,7286979,Conospermum stoechadis Endl.,Conospermum stoechadis,Endl.,SPECIES,ACCEPTED,EXACT,100,7286979,Conospermum stoechadis Endl.,Endl.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum stoechadis,7286979
riviera_2021_restecol,False,Conospermum triplinervium agg.,Conospermum triplinervium,R.Br.,Species,Accepted,2735558,Conospermum triplinervium,R.Br.,2735558,Proteaceae,exact,100,7286951,Conospermum triplinervium R.Br.,Conospermum triplinervium,R.Br.,SPECIES,ACCEPTED,EXACT,100,7286951,Conospermum triplinervium R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum triplinervium,7286951
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Conospermum unilaterale,Conospermum unilaterale,E.M.Benn.,Species,Accepted,2735561,Conospermum unilaterale,E.M.Benn.,2735561,Proteaceae,exact,100,3994517,Conospermum unilaterale E.M.Benn.,Conospermum unilaterale,E.M.Benn.,SPECIES,ACCEPTED,EXACT,100,3994517,Conospermum unilaterale E.M.Benn.,E.M.Benn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum unilaterale,3994517
tsakalos_2018_applvegsci,False,Conospermum wycherleyi,Conospermum wycherleyi,E.M.Benn.,Species,Accepted,2735562,Conospermum wycherleyi,E.M.Benn.,2735562,Proteaceae,exact,100,7286944,Conospermum wycherleyi E.M.Benn.,Conospermum wycherleyi,E.M.Benn.,SPECIES,ACCEPTED,EXACT,100,7286944,Conospermum wycherleyi E.M.Benn.,E.M.Benn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Conospermum,Conospermum wycherleyi,7286944
dbca_2025_tpfl,False,Grevillea althoferorum subsp. althoferorum,Grevillea althoferorum subsp. althoferorum,nan,Subspecies,Accepted,3264860,Grevillea althoferorum subsp. althoferorum,nan,3264860,Proteaceae,exact,100,7287131,Grevillea althoferorum subsp. althoferorum,Grevillea althoferorum althoferorum,,SUBSPECIES,ACCEPTED,EXACT,99,7287131,Grevillea althoferorum subsp. althoferorum,,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea althoferorum,7287130
inaturalist_eneabba,False,Grevillea amplexans,Grevillea amplexans,F.Muell. ex Benth.,Species,Accepted,2832087,Grevillea amplexans,F.Muell. ex Benth.,2832087,Proteaceae,exact,100,7287122,Grevillea amplexans F.Muell. ex Benth.,Grevillea amplexans,F.Muell. ex Benth.,SPECIES,ACCEPTED,EXACT,100,7287122,Grevillea amplexans F.Muell. ex Benth.,F.Muell. ex Benth.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea amplexans,7287122
tsakalos_2018_applvegsci,False,Grevillea argyrophylla,Grevillea argyrophylla,Meisn.,Species,Accepted,2832112,Grevillea argyrophylla,Meisn.,2832112,Proteaceae,exact,100,3995282,Grevillea argyrophylla Meisn.,Grevillea argyrophylla,Meisn.,SPECIES,ACCEPTED,EXACT,100,3995282,Grevillea argyrophylla Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea argyrophylla,3995282
tsakalos_2018_applvegsci,False,Grevillea biformis,Grevillea biformis,Meisn.,Species,Accepted,2832156,Grevillea biformis,Meisn.,2832156,Proteaceae,exact,100,7286983,Grevillea biformis Meisn.,Grevillea biformis,Meisn.,SPECIES,ACCEPTED,EXACT,100,7286983,Grevillea biformis Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea biformis,7286983
dbca_2025_tpfl,False,Grevillea biformis subsp. cymbiformis,Grevillea biformis subsp. cymbiformis,Olde & Marriott,Subspecies,Accepted,2832157,Grevillea biformis subsp. cymbiformis,Olde & Marriott,2832157,Proteaceae,exact,100,3994751,Grevillea biformis subsp. cymbiformis Olde & Marriott,Grevillea biformis cymbiformis,Olde & Marriott,SUBSPECIES,ACCEPTED,EXACT,100,3994751,Grevillea biformis subsp. cymbiformis Olde & Marriott,Olde & Marriott,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea biformis,7286983
inaturalist_eneabba,False,Grevillea commutata subsp. commutata,Grevillea commutata subsp. commutata,nan,Subspecies,Accepted,3264871,Grevillea commutata subsp. commutata,nan,3264871,Proteaceae,exact,100,7287677,Grevillea commutata subsp. commutata,Grevillea commutata commutata,,SUBSPECIES,ACCEPTED,EXACT,99,7287677,Grevillea commutata subsp. commutata,,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea commutata,7287676
dbca_2025_tpfl,False,Grevillea erinacea,Grevillea erinacea,Meisn.,Species,Accepted,2832303,Grevillea erinacea,Meisn.,2832303,Proteaceae,exact,100,3998461,Grevillea erinacea Meisn.,Grevillea erinacea,Meisn.,SPECIES,ACCEPTED,EXACT,100,3998461,Grevillea erinacea Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea erinacea,3998461
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Grevillea eriostachya,Grevillea eriostachya,Lindl.,Species,Accepted,2832305,Grevillea eriostachya,Lindl.,2832305,Proteaceae,exact,100,7287491,Grevillea eriostachya Lindl.,Grevillea eriostachya,Lindl.,SPECIES,ACCEPTED,EXACT,100,7287491,Grevillea eriostachya Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea eriostachya,7287491
tsakalos_2018_applvegsci,False,Grevillea exposita,Grevillea exposita,Olde & Marriott,Species,Accepted,2832312,Grevillea exposita,Olde & Marriott,2832312,Proteaceae,exact,100,3998346,Grevillea exposita Olde & Marriott,Grevillea exposita,Olde & Marriott,SPECIES,ACCEPTED,EXACT,100,3998346,Grevillea exposita Olde & Marriott,Olde & Marriott,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea exposita,3998346
inaturalist_eneabba,False,Grevillea leucopteris,Grevillea leucopteris,Meisn.,Species,Accepted,2832472,Grevillea leucopteris,Meisn.,2832472,Proteaceae,exact,100,3996482,Grevillea leucopteris Meisn.,Grevillea leucopteris,Meisn.,SPECIES,ACCEPTED,EXACT,100,3996482,Grevillea leucopteris Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea leucopteris,3996482
dbca_2025_tpfl,False,Grevillea makinsonii,Grevillea makinsonii,McGill.,Species,Accepted,2832502,Grevillea makinsonii,McGill.,2832502,Proteaceae,exact,100,3996095,Grevillea makinsonii McGill.,Grevillea makinsonii,McGill.,SPECIES,SYNONYM,EXACT,100,10138336,Grevillea makinsonii Mc Gill.,Mc Gill.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea makinsonii,10138336
tsakalos_2018_applvegsci,False,Grevillea pinaster,Grevillea pinaster,Meisn.,Species,Accepted,2832623,Grevillea pinaster,Meisn.,2832623,Proteaceae,exact,100,7286960,Grevillea pinaster Meisn.,Grevillea pinaster,Meisn.,SPECIES,ACCEPTED,EXACT,100,7286960,Grevillea pinaster Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea pinaster,7286960
inaturalist_eneabba,False,Grevillea polybotrya,Grevillea polybotrya,Meisn.,Species,Accepted,2832639,Grevillea polybotrya,Meisn.,2832639,Proteaceae,exact,100,3999969,Grevillea polybotrya Meisn.,Grevillea polybotrya,Meisn.,SPECIES,ACCEPTED,EXACT,100,3999969,Grevillea polybotrya Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea polybotrya,3999969
dbca_2025_tpfl|tsakalos_2018_applvegsci,False,Grevillea rudis,Grevillea rudis,Meisn.,Species,Accepted,2832712,Grevillea rudis,Meisn.,2832712,Proteaceae,exact,100,3999133,Grevillea rudis Meisn.,Grevillea rudis,Meisn.,SPECIES,ACCEPTED,EXACT,100,3999133,Grevillea rudis Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea rudis,3999133
inaturalist_eneabba,False,Grevillea shuttleworthiana,Grevillea shuttleworthiana,Meisn.,Species,Accepted,2832743,Grevillea shuttleworthiana,Meisn.,2832743,Proteaceae,exact,100,7287530,Grevillea shuttleworthiana Meisn.,Grevillea shuttleworthiana,Meisn.,SPECIES,ACCEPTED,EXACT,100,7287530,Grevillea shuttleworthiana Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea shuttleworthiana,7287530
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Grevillea shuttleworthiana subsp. canarina,Grevillea shuttleworthiana subsp. canarina,Olde & Marriott,Subspecies,Accepted,2832744,Grevillea shuttleworthiana subsp. canarina,Olde & Marriott,2832744,Proteaceae,exact,100,3998675,Grevillea shuttleworthiana subsp. canarina Olde & Marriott,Grevillea shuttleworthiana canarina,Olde & Marriott,SUBSPECIES,ACCEPTED,EXACT,100,3998675,Grevillea shuttleworthiana subsp. canarina Olde & Marriott,Olde & Marriott,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea shuttleworthiana,7287530
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Grevillea synapheae,Grevillea synapheae,R.Br.,Species,Accepted,2832784,Grevillea synapheae,R.Br.,2832784,Proteaceae,exact,100,7287467,Grevillea synapheae R.Br.,Grevillea synapheae,R.Br.,SPECIES,SYNONYM,EXACT,100,7869213,Grevillea synaphea subsp. synaphea,,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea synaphea,7370306
inaturalist_eneabba,False,Grevillea synapheae subsp. pachyphylla,Grevillea synapheae subsp. pachyphylla,Olde & Marriott,Subspecies,Accepted,2832788,Grevillea synapheae subsp. pachyphylla,Olde & Marriott,2832788,Proteaceae,exact,100,3998155,Grevillea synapheae subsp. pachyphylla Olde & Marriott,Grevillea synapheae pachyphylla,Olde & Marriott,SUBSPECIES,SYNONYM,EXACT,100,7869213,Grevillea synaphea subsp. synaphea,,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea synaphea,7370306
dbca_2025_tpfl|tsakalos_2018_applvegsci,False,Grevillea uniformis,Grevillea uniformis,(McGill.) Olde & Marriott,Species,Accepted,2832825,Grevillea uniformis,(McGill.) Olde & Marriott,2832825,Proteaceae,exact,100,3997625,Grevillea uniformis (Mc Gill.) Olde & Marriott,Grevillea uniformis,(Mc Gill.) Olde & Marriott,SPECIES,ACCEPTED,EXACT,100,3997625,Grevillea uniformis (Mc Gill.) Olde & Marriott,(Mc Gill.) Olde & Marriott,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,Grevillea uniformis,3997625
inaturalist_eneabba,False,Hakea anadenia,Hakea anadenia,Haegi,Species,Accepted,2837601,Hakea anadenia,Haegi,2837601,Proteaceae,exact,100,3996955,Hakea anadenia Haegi,Hakea anadenia,Haegi,SPECIES,ACCEPTED,EXACT,100,3996955,Hakea anadenia Haegi,Haegi,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea anadenia,3996955
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea auriculata,Hakea auriculata,Meisn.,Species,Accepted,2837608,Hakea auriculata,Meisn.,2837608,Proteaceae,exact,100,7287319,Hakea auriculata Meisn.,Hakea auriculata,Meisn.,SPECIES,ACCEPTED,EXACT,100,7287319,Hakea auriculata Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea auriculata,7287319
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea candolleana,Hakea candolleana,Meisn.,Species,Accepted,2837623,Hakea candolleana,Meisn.,2837623,Proteaceae,exact,100,7287295,Hakea candolleana Meisn.,Hakea candolleana,Meisn.,SPECIES,ACCEPTED,EXACT,100,7287295,Hakea candolleana Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea candolleana,7287295
tsakalos_2018_applvegsci,False,Hakea circumalata,Hakea circumalata,Meisn.,Species,Accepted,2837638,Hakea circumalata,Meisn.,2837638,Proteaceae,exact,100,3996471,Hakea circumalata Meisn.,Hakea circumalata,Meisn.,SPECIES,ACCEPTED,EXACT,100,3996471,Hakea circumalata Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea circumalata,3996471
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea conchifolia,Hakea conchifolia,Hook.,Species,Accepted,2837642,Hakea conchifolia,Hook.,2837642,Proteaceae,exact,100,3996421,Hakea conchifolia Hook.,Hakea conchifolia,Hook.,SPECIES,ACCEPTED,EXACT,100,3996421,Hakea conchifolia Hook.,Hook.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea conchifolia,3996421
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea costata,Hakea costata,Meisn.,Species,Accepted,2837646,Hakea costata,Meisn.,2837646,Proteaceae,exact,100,7287246,Hakea costata Meisn.,Hakea costata,Meisn.,SPECIES,ACCEPTED,EXACT,100,7287246,Hakea costata Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea costata,7287246
tsakalos_2018_applvegsci,False,Hakea cygna subsp. cygna,Hakea cygnus subsp. cygnus,nan,Subspecies,Accepted,3264996,Hakea cygnus subsp. cygnus,nan,3264996,Proteaceae,manual,100,10798307,Hakea cygnus subsp. cygnus,Hakea cygnus cygnus,,SUBSPECIES,ACCEPTED,EXACT,99,10798307,Hakea cygnus subsp. cygnus,,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea cygna,7287226
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea eneabba,Hakea eneabba,Haegi,Species,Accepted,2837678,Hakea eneabba,Haegi,2837678,Proteaceae,exact,100,3995946,Hakea eneabba Haegi,Hakea eneabba,Haegi,SPECIES,ACCEPTED,EXACT,100,3995946,Hakea eneabba Haegi,Haegi,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea eneabba,3995946
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea flabellifolia,Hakea flabellifolia,Meisn.,Species,Accepted,2837692,Hakea flabellifolia,Meisn.,2837692,Proteaceae,exact,100,3995750,Hakea flabellifolia Meisn.,Hakea flabellifolia,Meisn.,SPECIES,ACCEPTED,EXACT,100,3995750,Hakea flabellifolia Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea flabellifolia,3995750
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea gilbertii,Hakea gilbertii,Kippist ex Meisn.,Species,Accepted,2837703,Hakea gilbertii,Kippist ex Meisn.,2837703,Proteaceae,exact,100,3995614,Hakea gilbertii Kippist ex Meisn.,Hakea gilbertii,Kippist ex Meisn.,SPECIES,ACCEPTED,EXACT,100,3995614,Hakea gilbertii Kippist ex Meisn.,Kippist ex Meisn.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea gilbertii,3995614
tsakalos_2018_applvegsci,False,Hakea incrassata,Hakea incrassata,R.Br.,Species,Accepted,2837721,Hakea incrassata,R.Br.,2837721,Proteaceae,exact,100,3995394,Hakea incrassata R.Br.,Hakea incrassata,R.Br.,SPECIES,ACCEPTED,EXACT,100,3995394,Hakea incrassata R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea incrassata,3995394
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hakea lissocarpha,Hakea lissocarpha,R.Br.,Species,Accepted,2837751,Hakea lissocarpha,R.Br.,2837751,Proteaceae,exact,100,3995017,Hakea lissocarpha R.Br.,Hakea lissocarpha,R.Br.,SPECIES,ACCEPTED,EXACT,100,3995017,Hakea lissocarpha R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Hakea,Hakea lissocarpha,3995017
