sources,is_weed,verbatim_name,wcvp_taxon_name,wcvp_author,wcvp_rank,wcvp_taxon_status,wcvp_taxonid,wcvp_accepted_name,wcvp_accepted_author,wcvp_accepted_taxonid,wcvp_family,wcvp_match_type,wcvp_match_score,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_authorship,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_accepted_key,gbif_accepted_name,gbif_accepted_authorship,gbif_kingdom,gbif_phylum,gbif_class,gbif_order,gbif_family,gbif_genus,gbif_species,gbif_species_key
tsakalos_2018_applvegsci,False,Isotropis cuneifolia subsp. cuneifolia,Isotropis cuneifolia subsp. cuneifolia,nan,Subspecies,Accepted,3012925,Isotropis cuneifolia subsp. cuneifolia,nan,3012925,Fabaceae,exact,100,7301506,Isotropis cuneifolia subsp. cuneifolia,Isotropis cuneifolia cuneifolia,,SUBSPECIES,ACCEPTED,EXACT,99,7301506,Isotropis cuneifolia subsp. cuneifolia,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Isotropis,Isotropis cuneifolia,7447705
tsakalos_2018_applvegsci,False,Jacksonia angulata,Jacksonia angulata,Benth.,Species,Accepted,2331391,Jacksonia angulata,Benth.,2331391,Fabaceae,exact,100,5359759,Jacksonia angulata Benth.,Jacksonia angulata,Benth.,SPECIES,ACCEPTED,EXACT,100,5359759,Jacksonia angulata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia angulata,5359759
inaturalist_eneabba,False,Jacksonia anthoclada,Jacksonia anthoclada,Chappill,Species,Accepted,2607560,Jacksonia anthoclada,Chappill,2607560,Fabaceae,exact,100,5612831,Jacksonia anthoclada Chappill,Jacksonia anthoclada,Chappill,SPECIES,ACCEPTED,EXACT,100,5612831,Jacksonia anthoclada Chappill,Chappill,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia anthoclada,5612831
tsakalos_2018_applvegsci,False,Jacksonia condensata,Jacksonia condensata,Crisp & J.R.Wheeler,Species,Accepted,2331402,Jacksonia condensata,Crisp & J.R.Wheeler,2331402,Fabaceae,exact,100,5359763,Jacksonia condensata Crisp & J.R.Wheeler,Jacksonia condensata,Crisp & J.R.Wheeler,SPECIES,ACCEPTED,EXACT,100,5359763,Jacksonia condensata Crisp & J.R.Wheeler,Crisp & J.R.Wheeler,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia condensata,5359763
inaturalist_eneabba|riviera_2021_restecol|tsakalos_2018_applvegsci,False,Jacksonia floribunda,Jacksonia floribunda,Endl.,Species,Accepted,2331304,Jacksonia floribunda,Endl.,2331304,Fabaceae,exact,100,5359777,Jacksonia floribunda Endl.,Jacksonia floribunda,Endl.,SPECIES,ACCEPTED,EXACT,100,5359777,Jacksonia floribunda Endl.,Endl.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia floribunda,5359777
inaturalist_eneabba|riviera_2021_restecol|tsakalos_2018_applvegsci,False,Jacksonia hakeoides,Jacksonia hakeoides,Meisn.,Species,Accepted,2331310,Jacksonia hakeoides,Meisn.,2331310,Fabaceae,exact,100,5359761,Jacksonia hakeoides Meisn.,Jacksonia hakeoides,Meisn.,SPECIES,ACCEPTED,EXACT,100,5359761,Jacksonia hakeoides Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia hakeoides,5359761
tsakalos_2018_applvegsci,False,Jacksonia lehmannii,Jacksonia lehmannii,Meisn.,Species,Accepted,2331314,Jacksonia lehmannii,Meisn.,2331314,Fabaceae,exact,100,5359746,Jacksonia lehmannii Meisn.,Jacksonia lehmannii,Meisn.,SPECIES,ACCEPTED,EXACT,100,5359746,Jacksonia lehmannii Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia lehmannii,5359746
tsakalos_2018_applvegsci,False,Jacksonia nutans,Jacksonia nutans,Chappill,Species,Accepted,2607579,Jacksonia nutans,Chappill,2607579,Fabaceae,exact,100,5612717,Jacksonia nutans Chappill,Jacksonia nutans,Chappill,SPECIES,ACCEPTED,EXACT,100,5612717,Jacksonia nutans Chappill,Chappill,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia nutans,5612717
tsakalos_2018_applvegsci,False,Jacksonia restioides,Jacksonia restioides,Meisn.,Species,Accepted,2331280,Jacksonia restioides,Meisn.,2331280,Fabaceae,exact,100,5359751,Jacksonia restioides Meisn.,Jacksonia restioides,Meisn.,SPECIES,ACCEPTED,EXACT,100,5359751,Jacksonia restioides Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia,Jacksonia restioides,5359751
inaturalist_eneabba,False,Labichea lanceolata,Labichea lanceolata,Benth.,Species,Accepted,2350879,Labichea lanceolata,Benth.,2350879,Fabaceae,exact,100,2975915,Labichea lanceolata Benth.,Labichea lanceolata,Benth.,SPECIES,ACCEPTED,EXACT,100,2975915,Labichea lanceolata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Labichea,Labichea lanceolata,2975915
tsakalos_2018_applvegsci,False,Labichea punctata,Labichea punctata,Benth.,Species,Accepted,2350786,Labichea punctata,Benth.,2350786,Fabaceae,exact,100,7905612,Labichea punctata Benth.,Labichea punctata,Benth.,SPECIES,ACCEPTED,EXACT,100,7905612,Labichea punctata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Labichea,Labichea punctata,7905612
tsakalos_2018_applvegsci,False,Mirbelia floribunda,Mirbelia floribunda,Benth.,Species,Accepted,2374019,Mirbelia floribunda,Benth.,2374019,Fabaceae,exact,100,5348558,Mirbelia floribunda Benth.,Mirbelia floribunda,Benth.,SPECIES,ACCEPTED,EXACT,100,5348558,Mirbelia floribunda Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mirbelia,Mirbelia floribunda,5348558
inaturalist_eneabba,False,Mirbelia spinosa,Mirbelia spinosa,Benth.,Species,Accepted,2373855,Mirbelia spinosa,Benth.,2373855,Fabaceae,exact,100,5348549,Mirbelia spinosa Benth.,Mirbelia spinosa,Benth.,SPECIES,ACCEPTED,EXACT,100,5348549,Mirbelia spinosa Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mirbelia,Mirbelia spinosa,5348549
tsakalos_2018_applvegsci,False,Mirbelia trichocalyx,Mirbelia trichocalyx,Domin,Species,Accepted,2373860,Mirbelia trichocalyx,Domin,2373860,Fabaceae,exact,100,5348541,Mirbelia trichocalyx Domin,Mirbelia trichocalyx,Domin,SPECIES,ACCEPTED,EXACT,100,5348541,Mirbelia trichocalyx Domin,Domin,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mirbelia,Mirbelia trichocalyx,5348541
tsakalos_2018_applvegsci,False,Sphaerolobium drummondii,Sphaerolobium drummondii,Turcz.,Species,Accepted,2597563,Sphaerolobium drummondii,Turcz.,2597563,Fabaceae,exact,100,2974306,Sphaerolobium drummondii Turcz.,Sphaerolobium drummondii,Turcz.,SPECIES,ACCEPTED,EXACT,100,2974306,Sphaerolobium drummondii Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sphaerolobium,Sphaerolobium drummondii,2974306
tsakalos_2018_applvegsci,False,Sphaerolobium pulchellum,Sphaerolobium pulchellum,Meisn.,Species,Accepted,2597572,Sphaerolobium pulchellum,Meisn.,2597572,Fabaceae,exact,100,2974320,Sphaerolobium pulchellum Meisn.,Sphaerolobium pulchellum,Meisn.,SPECIES,ACCEPTED,EXACT,100,2974320,Sphaerolobium pulchellum Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sphaerolobium,Sphaerolobium pulchellum,2974320
inaturalist_eneabba|riviera_2021_restecol,False,Viminaria juncea,Viminaria juncea,(Schrad.) Hoffmanns.,Species,Accepted,2452583,Viminaria juncea,(Schrad.) Hoffmanns.,2452583,Fabaceae,exact,100,2946422,Viminaria juncea (Schrad.) Hoffmanns.,Viminaria juncea,(Schrad.) Hoffmanns.,SPECIES,ACCEPTED,EXACT,100,2946422,Viminaria juncea (Schrad.) Hoffmanns.,(Schrad.) Hoffmanns.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Viminaria,Viminaria juncea,2946422
dbca_2025_tpfl,False,Frankenia glomerata,Frankenia glomerata,Turcz.,Species,Accepted,2814192,Frankenia glomerata,Turcz.,2814192,Frankeniaceae,exact,100,7273506,Frankenia glomerata Turcz.,Frankenia glomerata,Turcz.,SPECIES,ACCEPTED,EXACT,100,7273506,Frankenia glomerata Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,Frankenia,Frankenia glomerata,7273506
tsakalos_2018_applvegsci,False,Schenkia australis,Schenkia australis,(R.Br.) G.Mans.,Species,Accepted,2589595,Schenkia australis,(R.Br.) G.Mans.,2589595,Gentianaceae,exact,100,5595259,Schenkia australis (R.Br.) G.Mans.,Schenkia australis,(R.Br.) G.Mans.,SPECIES,ACCEPTED,EXACT,100,5595259,Schenkia australis (R.Br.) G.Mans.,(R.Br.) G.Mans.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Schenkia,Schenkia australis,5595259
tsakalos_2018_applvegsci,True,Pelargonium capitatum,Pelargonium capitatum,(L.) L'Hér.,Species,Accepted,2533326,Pelargonium capitatum,(L.) L'Hér.,2533326,Geraniaceae,exact,100,9711656,Pelargonium capitatum (L.) L'Hér.,Pelargonium capitatum,(L.) L'Hér.,SPECIES,ACCEPTED,EXACT,100,9711656,Pelargonium capitatum (L.) L'Hér.,(L.) L'Hér.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,Pelargonium capitatum,9711656
tsakalos_2018_applvegsci,False,Dampiera carinata,Dampiera carinata,Benth.,Species,Accepted,2756608,Dampiera carinata,Benth.,2756608,Goodeniaceae,exact,100,5569526,Dampiera carinata Benth.,Dampiera carinata,Benth.,SPECIES,ACCEPTED,EXACT,100,5569526,Dampiera carinata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera carinata,5569526
tsakalos_2018_applvegsci,False,Dampiera lavandulacea,Dampiera lavandulacea,Lindl.,Species,Accepted,2756657,Dampiera lavandulacea,Lindl.,2756657,Goodeniaceae,exact,100,5569243,Dampiera lavandulacea Lindl.,Dampiera lavandulacea,Lindl.,SPECIES,ACCEPTED,EXACT,100,5569243,Dampiera lavandulacea Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera lavandulacea,5569243
tsakalos_2018_applvegsci,False,Dampiera linearis,Dampiera linearis,R.Br.,Species,Accepted,2756662,Dampiera linearis,R.Br.,2756662,Goodeniaceae,exact,100,7262173,Dampiera linearis R.Br.,Dampiera linearis,R.Br.,SPECIES,ACCEPTED,EXACT,100,7262173,Dampiera linearis R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera linearis,7262173
tsakalos_2018_applvegsci,False,Dampiera oligophylla,Dampiera oligophylla,Benth.,Species,Accepted,2756677,Dampiera oligophylla,Benth.,2756677,Goodeniaceae,exact,100,5569147,Dampiera oligophylla Benth.,Dampiera oligophylla,Benth.,SPECIES,ACCEPTED,EXACT,100,5569147,Dampiera oligophylla Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera oligophylla,5569147
tsakalos_2018_applvegsci,False,Dampiera spicigera,Dampiera spicigera,Benth.,Species,Accepted,2756707,Dampiera spicigera,Benth.,2756707,Goodeniaceae,exact,100,7262333,Dampiera spicigera Benth.,Dampiera spicigera,Benth.,SPECIES,ACCEPTED,EXACT,100,7262333,Dampiera spicigera Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera spicigera,7262333
tsakalos_2018_applvegsci,False,Dampiera teres,Dampiera teres,Lindl.,Species,Accepted,2756721,Dampiera teres,Lindl.,2756721,Goodeniaceae,exact,100,9783004,Dampiera teres Lindl.,Dampiera teres,Lindl.,SPECIES,ACCEPTED,EXACT,100,9783004,Dampiera teres Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Dampiera,Dampiera teres,9783004
tsakalos_2018_applvegsci,False,Goodenia berardiana,Goodenia berardiana,(Gaudich.) Carolin,Species,Accepted,2830466,Goodenia berardiana,(Gaudich.) Carolin,2830466,Goodeniaceae,exact,100,3761482,Goodenia berardiana (Gaudich.) Carolin,Goodenia berardiana,(Gaudich.) Carolin,SPECIES,ACCEPTED,EXACT,100,3761482,Goodenia berardiana (Gaudich.) Carolin,(Gaudich.) Carolin,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Goodenia,Goodenia berardiana,3761482
tsakalos_2018_applvegsci,False,Goodenia coerulea,Goodenia caerulea,R.Br.,Species,Accepted,2830475,Goodenia caerulea,R.Br.,2830475,Goodeniaceae,fuzzy,94,3761355,Goodenia caerulea R.Br.,Goodenia caerulea,R.Br.,SPECIES,ACCEPTED,EXACT,100,3761355,Goodenia caerulea R.Br.,R.Br.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Goodenia,Goodenia caerulea,3761355
tsakalos_2018_applvegsci,False,Verreauxia reinwardtii,Verreauxia reinwardtii,(de Vriese) Benth.,Species,Synonym,2457775,Goodenia reinwardtii,(de Vriese) K.A.Sheph.,3244210,Goodeniaceae,exact,100,11190565,Goodenia reinwardtii (de Vriese) K.A.Sheph.,Goodenia reinwardtii,(de Vriese) K.A.Sheph.,SPECIES,ACCEPTED,EXACT,100,11190565,Goodenia reinwardtii (de Vriese) K.A.Sheph.,(de Vriese) K.A.Sheph.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Goodenia,Goodenia reinwardtii,11190565
tsakalos_2018_applvegsci,False,Goodenia trichophylla,Goodenia trichophylla,de Vriese ex Benth.,Species,Accepted,2830760,Goodenia trichophylla,de Vriese ex Benth.,2830760,Goodeniaceae,exact,100,3761749,Goodenia trichophylla de Vriese ex Benth.,Goodenia trichophylla,de Vriese ex Benth.,SPECIES,ACCEPTED,EXACT,100,3761749,Goodenia trichophylla de Vriese ex Benth.,de Vriese ex Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Goodenia,Goodenia trichophylla,3761749
tsakalos_2018_applvegsci,False,Lechenaultia biloba,Leschenaultia biloba,Lindl.,Species,Accepted,2348926,Leschenaultia biloba,Lindl.,2348926,Goodeniaceae,fuzzy,97,5569556,Leschenaultia biloba Lindl.,Leschenaultia biloba,Lindl.,SPECIES,ACCEPTED,EXACT,100,5569556,Leschenaultia biloba Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia biloba,5569556
inaturalist_eneabba,False,Leschenaultia biloba,Leschenaultia biloba,Lindl.,Species,Accepted,2348926,Leschenaultia biloba,Lindl.,2348926,Goodeniaceae,exact,100,5569556,Leschenaultia biloba Lindl.,Leschenaultia biloba,Lindl.,SPECIES,ACCEPTED,EXACT,100,5569556,Leschenaultia biloba Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia biloba,5569556
tsakalos_2018_applvegsci,False,Lechenaultia floribunda,Leschenaultia floribunda,Benth.,Species,Accepted,2348934,Leschenaultia floribunda,Benth.,2348934,Goodeniaceae,fuzzy,98,5569528,Leschenaultia floribunda Benth.,Leschenaultia floribunda,Benth.,SPECIES,ACCEPTED,EXACT,100,5569528,Leschenaultia floribunda Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia floribunda,5569528
inaturalist_eneabba,False,Leschenaultia floribunda,Leschenaultia floribunda,Benth.,Species,Accepted,2348934,Leschenaultia floribunda,Benth.,2348934,Goodeniaceae,exact,100,5569528,Leschenaultia floribunda Benth.,Leschenaultia floribunda,Benth.,SPECIES,ACCEPTED,EXACT,100,5569528,Leschenaultia floribunda Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia floribunda,5569528
tsakalos_2018_applvegsci,False,Lechenaultia hirsuta,Leschenaultia hirsuta,F.Muell.,Species,Accepted,2348845,Leschenaultia hirsuta,F.Muell.,2348845,Goodeniaceae,fuzzy,98,5569507,Leschenaultia hirsuta F.Muell.,Leschenaultia hirsuta,F.Muell.,SPECIES,ACCEPTED,EXACT,100,5569507,Leschenaultia hirsuta F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia hirsuta,5569507
inaturalist_eneabba,False,Leschenaultia hirsuta,Leschenaultia hirsuta,F.Muell.,Species,Accepted,2348845,Leschenaultia hirsuta,F.Muell.,2348845,Goodeniaceae,exact,100,5569507,Leschenaultia hirsuta F.Muell.,Leschenaultia hirsuta,F.Muell.,SPECIES,ACCEPTED,EXACT,100,5569507,Leschenaultia hirsuta F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia hirsuta,5569507
tsakalos_2018_applvegsci,False,Lechenaultia linarioides,Leschenaultia linarioides,DC.,Species,Accepted,2348850,Leschenaultia linarioides,DC.,2348850,Goodeniaceae,fuzzy,98,8772188,Leschenaultia linarioides DC.,Leschenaultia linarioides,DC.,SPECIES,ACCEPTED,EXACT,100,8772188,Leschenaultia linarioides DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia linarioides,8772188
tsakalos_2018_applvegsci,False,Lechenaultia stenosepala,Leschenaultia stenosepala,E.Pritz.,Species,Accepted,2348860,Leschenaultia stenosepala,E.Pritz.,2348860,Goodeniaceae,fuzzy,98,5569461,Leschenaultia stenosepala E.Pritz.,Leschenaultia stenosepala,E.Pritz.,SPECIES,ACCEPTED,EXACT,100,5569461,Leschenaultia stenosepala E.Pritz.,E.Pritz.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia stenosepala,5569461
inaturalist_eneabba,False,Leschenaultia stenosepala,Leschenaultia stenosepala,E.Pritz.,Species,Accepted,2348860,Leschenaultia stenosepala,E.Pritz.,2348860,Goodeniaceae,exact,100,5569461,Leschenaultia stenosepala E.Pritz.,Leschenaultia stenosepala,E.Pritz.,SPECIES,ACCEPTED,EXACT,100,5569461,Leschenaultia stenosepala E.Pritz.,E.Pritz.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Leschenaultia,Leschenaultia stenosepala,5569461
tsakalos_2018_applvegsci,False,Scaevola anchusifolia,Scaevola anchusifolia,Benth.,Species,Accepted,2589504,Scaevola anchusifolia,Benth.,2589504,Goodeniaceae,exact,100,5569328,Scaevola anchusifolia Benth.,Scaevola anchusifolia,Benth.,SPECIES,ACCEPTED,EXACT,100,5569328,Scaevola anchusifolia Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola anchusifolia,5569328
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Scaevola canescens,Scaevola canescens,Benth.,Species,Accepted,2589540,Scaevola canescens,Benth.,2589540,Goodeniaceae,exact,100,5569190,Scaevola canescens Benth.,Scaevola canescens,Benth.,SPECIES,ACCEPTED,EXACT,100,5569190,Scaevola canescens Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola canescens,5569190
inaturalist_eneabba,False,Scaevola crassifolia,Scaevola crassifolia,Labill.,Species,Accepted,2589521,Scaevola crassifolia,Labill.,2589521,Goodeniaceae,exact,100,5569128,Scaevola crassifolia Labill.,Scaevola crassifolia,Labill.,SPECIES,ACCEPTED,EXACT,100,5569128,Scaevola crassifolia Labill.,Labill.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola crassifolia,5569128
dbca_2025_tpfl|tsakalos_2018_applvegsci,False,Scaevola eneabba,Scaevola eneabba,Carolin,Species,Accepted,2589441,Scaevola eneabba,Carolin,2589441,Goodeniaceae,exact,100,5569048,Scaevola eneabba Carolin,Scaevola eneabba,Carolin,SPECIES,ACCEPTED,EXACT,100,5569048,Scaevola eneabba Carolin,Carolin,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola eneabba,5569048
tsakalos_2018_applvegsci,False,Scaevola glandulifera,Scaevola glandulifera,DC.,Species,Accepted,2589424,Scaevola glandulifera,DC.,2589424,Goodeniaceae,exact,100,7262321,Scaevola glandulifera DC.,Scaevola glandulifera,DC.,SPECIES,ACCEPTED,EXACT,100,7262321,Scaevola glandulifera DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola glandulifera,7262321
tsakalos_2018_applvegsci,False,Scaevola lanceolata,Scaevola lanceolata,Benth.,Species,Accepted,2589463,Scaevola lanceolata,Benth.,2589463,Goodeniaceae,exact,100,7262274,Scaevola lanceolata Benth.,Scaevola lanceolata,Benth.,SPECIES,ACCEPTED,EXACT,100,7262274,Scaevola lanceolata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola lanceolata,7262274
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Scaevola phlebopetala,Scaevola phlebopetala,F.Muell.,Species,Accepted,2589165,Scaevola phlebopetala,F.Muell.,2589165,Goodeniaceae,exact,100,7357282,Scaevola phlebopetala F.Muell.,Scaevola phlebopetala,F.Muell.,SPECIES,ACCEPTED,EXACT,100,7357282,Scaevola phlebopetala F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola phlebopetala,7357282
tsakalos_2018_applvegsci,False,Scaevola repens,Scaevola repens,de Vriese,Species,Accepted,2589211,Scaevola repens,de Vriese,2589211,Goodeniaceae,exact,100,7262313,Scaevola repens de Vriese,Scaevola repens,de Vriese,SPECIES,ACCEPTED,EXACT,100,7262313,Scaevola repens de Vriese,de Vriese,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola repens,7262313
tsakalos_2018_applvegsci,False,Scaevola sericophylla,Scaevola sericophylla,F.Muell. ex Benth.,Species,Accepted,2589168,Scaevola sericophylla,F.Muell. ex Benth.,2589168,Goodeniaceae,exact,100,7262279,Scaevola sericophylla F.Muell. ex Benth.,Scaevola sericophylla,F.Muell. ex Benth.,SPECIES,ACCEPTED,EXACT,100,7262279,Scaevola sericophylla F.Muell. ex Benth.,F.Muell. ex Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,Scaevola sericophylla,7262279
tsakalos_2018_applvegsci,False,Gyrostemon ramulosus,Gyrostemon ramulosus,Desf.,Species,Accepted,2837058,Gyrostemon ramulosus,Desf.,2837058,Gyrostemonaceae,exact,100,7330833,Gyrostemon ramulosus Desf.,Gyrostemon ramulosus,Desf.,SPECIES,ACCEPTED,EXACT,100,7330833,Gyrostemon ramulosus Desf.,Desf.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Gyrostemonaceae,Gyrostemon,Gyrostemon ramulosus,7330833
dbca_2025_tpfl,False,Walteranthus erectus,Walteranthus erectus,Keighery,Species,Accepted,2466536,Walteranthus erectus,Keighery,2466536,Gyrostemonaceae,exact,100,3718299,Walteranthus erectus Keighery,Walteranthus erectus,Keighery,SPECIES,ACCEPTED,EXACT,100,3718299,Walteranthus erectus Keighery,Keighery,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Gyrostemonaceae,Walteranthus,Walteranthus erectus,3718299
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Anigozanthos humilis,Anigozanthos humilis,Lindl.,Species,Accepted,220313,Anigozanthos humilis,Lindl.,220313,Haemodoraceae,exact,100,2765857,Anigozanthos humilis Lindl.,Anigozanthos humilis,Lindl.,SPECIES,ACCEPTED,EXACT,100,2765857,Anigozanthos humilis Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Anigozanthos,Anigozanthos humilis,2765857
inaturalist_eneabba,False,Anigozanthos humilis subsp. humilis,Anigozanthos humilis subsp. humilis,nan,Subspecies,Accepted,220315,Anigozanthos humilis subsp. humilis,nan,220315,Haemodoraceae,exact,100,7227485,Anigozanthos humilis subsp. humilis,Anigozanthos humilis humilis,,SUBSPECIES,ACCEPTED,EXACT,99,7227485,Anigozanthos humilis subsp. humilis,,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Anigozanthos,Anigozanthos humilis,2765857
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Anigozanthos manglesii,Anigozanthos manglesii,D.Don,Species,Accepted,220317,Anigozanthos manglesii,D.Don,220317,Haemodoraceae,exact,100,2765842,Anigozanthos manglesii D.Don,Anigozanthos manglesii,D.Don,SPECIES,ACCEPTED,EXACT,100,2765842,Anigozanthos manglesii D.Don,D.Don,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Anigozanthos,Anigozanthos manglesii,2765842
tsakalos_2018_applvegsci,False,Anigozanthos pulcherrimus,Anigozanthos pulcherrimus,Hook.,Species,Accepted,220324,Anigozanthos pulcherrimus,Hook.,220324,Haemodoraceae,exact,100,2765855,Anigozanthos pulcherrimus Hook.,Anigozanthos pulcherrimus,Hook.,SPECIES,ACCEPTED,EXACT,100,2765855,Anigozanthos pulcherrimus Hook.,Hook.,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Anigozanthos,Anigozanthos pulcherrimus,2765855
tsakalos_2018_applvegsci,False,Blancoa canescens,Blancoa canescens,Lindl.,Species,Accepted,221761,Blancoa canescens,Lindl.,221761,Haemodoraceae,exact,100,5303593,Blancoa canescens Lindl.,Blancoa canescens,Lindl.,SPECIES,ACCEPTED,EXACT,100,5303593,Blancoa canescens Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Commelinales,Haemodoraceae,Blancoa,Blancoa canescens,5303593
